Text#,Title,Authors
29771,The Planetoid of Peril,"Ernst, Paul, 1899-1985"
29789,Poppa Needs Shorts,"Richmond, Leigh, 1911-1995; Richmond, Walt, 1922-1977; Schoenherr, John, 1935-2010 [Illustrator]"
29790,Pleasant Journey,"Thieme, Richard, 1944-; Schelling, George, 1938- [Illustrator]"
29791,The Most Sentimental Man,"Smith, Evelyn E., 1922-2000"
29793,The Hohokam Dig,"Pratt, Theodore, 1901-1969"
29794,"Tree, Spare that Woodman","Dryfoos, Dave, 1915-2003"
29809,"Astounding Stories of Super-Science, May, 1930","Various; Bates, Harry, 1900-1981 [Editor]"
29822,Rescue Squad,"O'Hara, Thomas J."
29832,Second Sight,"Wells, Basil, 1912-2003"
29848,"Astounding Stories of Super-Science, June, 1930","Various; Bates, Harry, 1900-1981 [Editor]"
29876,Death Wish,"Sheckley, Robert, 1928-2005"
29882,"Astounding Stories of Super-Science, October, 1930","Various; Bates, Harry, 1900-1981 [Editor]"
29889,Life Sentence,"McConnell, James V., 1925-1990; Francis, Dick [Illustrator]"
29897,Runaway,"Samachson, Joseph, 1906-1980; Ashman, William [Illustrator]"
29908,The Adventurer,"Kornbluth, C. M. (Cyril M.), 1923-1958; Freas, Kelly, 1922-2005 [Illustrator]"
29910,The Second Voice,"Rubin, Mann, 1927-2013"
29919,"Astounding Stories of Super-Science, November, 1930","Various; Bates, Harry, 1900-1981 [Editor]"
29931,The Big Tomorrow,"Shaver, Richard S., 1907-1975; Kossin, Sandy [Illustrator]"
29936,Flamedown,"Fyfe, H. B. (Horace Bowne), 1918-1997; Summers, Leo, 1925-1985 [Illustrator]"
29940,Dogfight—1973,"Reynolds, Mack, 1917-1983"
29947,Spacemen Never Die!,"Hershman, Morris, 1926-"
29948,Two Timer,"Brown, Fredric, 1906-1972"
29954,There is a Reaper ...,"De Vet, Charles V., 1911-1997; Terry, W. E., 1921-1992 [Illustrator]"
29962,Celebrity,"McKimmey, James, 1923-2011; Orban, Paul, 1896-1974 [Illustrator]"
29963,"Goodbye, Dead Man!","Harris, Tom W.; Becker [Illustrator]"
29965,Two Thousand Miles Below,"Diffin, Charles Willard, 1884-1966"
29966,Slaves of Mercury,"Schachner, Nathan, 1895-1955"
29975,One Martian Afternoon,"Leahy, Tom"
29976,Weak on Square Roots,"Burton, Russell; Beecham, Tom, 1926-2000 [Illustrator]"
29987,Join Our Gang?,"Lanier, Sterling E., 1927-2007; Douglas [Illustrator]"
29989,The Outbreak of Peace,"Fyfe, H. B. (Horace Bowne), 1918-1997; Van Dongen, H. R., 1920-2010 [Illustrator]"
29990,Satellite System,"Fyfe, H. B. (Horace Bowne), 1918-1997; Summers, Leo, 1925-1985 [Illustrator]"
29994,Irresistible Weapon,"Fyfe, H. B. (Horace Bowne), 1918-1997; Emshwiller, Ed, 1925-1990 [Illustrator]"
30002,Sjambak,"Vance, Jack, 1916-2013; Finlay, Virgil, 1914-1971 [Illustrator]"
30004,A Bottle of Old Wine,"Lewis, Richard O.; Freas, Kelly, 1922-2005 [Illustrator]"
30010,Trees Are Where You Find Them,"Savage, Arthur Dekker; Parsons, Philip B. [Illustrator]"
30014,Native Son,"Hamm, T. D., 1905-1994"
30015,Stopover Planet,"Gilbert, Robert E., 1924-1993; Terry, W. E., 1921-1992 [Illustrator]"
30019,Navy Day,"Harrison, Harry, 1925-2012; Freas, Kelly, 1922-2005 [Illustrator]"
30029,Lost in Translation,"Janifer, Laurence M., 1933-2002; Schoenherr, John, 1935-2010 [Illustrator]"
30034,I'll Kill You Tomorrow,"Huber, Helen; Freas, Kelly, 1922-2005 [Illustrator]"
30035,Off Course,"Reynolds, Mack, 1917-1983; Freas, Kelly, 1922-2005 [Illustrator]"
30044,The Carnivore,"MacLean, Katherine, 1925-; Burchard [Illustrator]"
30045,Planet of Dreams,"McKimmey, James, 1923-2011; Orban, Paul, 1896-1974 [Illustrator]"
30062,The Plague,"Keller, Teddy; Schoenherr, John, 1935-2010 [Illustrator]"
30063,Double Take,"Wilson, Richard, 1920-1987; Orban, Paul, 1896-1974 [Illustrator]"
30086,Has Anyone Here Seen Kelly?,"Walton, Bryce, 1918-1988; Orban, Paul, 1896-1974 [Illustrator]"
30124,"Astounding Stories, February, 1931","Various; Bates, Harry, 1900-1981 [Editor]"
30140,Gone Fishing,"Schmitz, James H., 1911-1981; Krenkel, Roy G., 1918-1983 [Illustrator]"
30166,"Astounding Stories, March, 1931","Various; Bates, Harry, 1900-1981 [Editor]"
30170,Lonesome Hearts,"Winterbotham, R. R. (Russell Robert), 1904-1971; Freas, Kelly, 1922-2005 [Illustrator]"
30177,Astounding Stories of Super-Science January 1931,"Various; Bates, Harry, 1900-1981 [Editor]"
30189,Show Business,"Ellanby, Boyd; Hunter, Mel, 1927-2004 [Illustrator]"
30199,McIlvaine's Star,"Derleth, August, 1909-1971; Martin, Bob [Illustrator]"
30214,The Red Hell of Jupiter,"Ernst, Paul, 1899-1985"
30234,Dead Ringer,"Del Rey, Lester, 1915-1993; Francis, Dick [Illustrator]"
30240,The Big Trip Up Yonder,"Vonnegut, Kurt, 1922-2007; Kossin, Sandy [Illustrator]"
30242,Prologue to an Analogue,"Richmond, Leigh, 1911-1995; Schoenherr, John, 1935-2010 [Illustrator]"
30251,Disqualified,"Fontenay, Charles L., 1917-2007; Freas, Kelly, 1922-2005 [Illustrator]"
30252,The Four-Faced Visitors of Ezekiel,"Orton, Arthur W."
30255,The Skull,"Dick, Philip K., 1928-1982"
30259,The Man Who Played to Lose,"Janifer, Laurence M., 1933-2002; Douglas [Illustrator]"
30267,Remember the Alamo!,"Fehrenbach, T. R., 1925-; Schoenherr, John, 1935-2010 [Illustrator]"
30283,The Sound of Silence,"Constant, Barbara; Schelling, George, 1938- [Illustrator]"
30288,Sight Gag,"Janifer, Laurence M., 1933-2002; Schoenherr, John, 1935-2010 [Illustrator]"
30303,The Passing of Ku Sui,"Gilmore, Anthony"
30304,Psichopath,"Garrett, Randall, 1927-1987; Van Dongen, H. R., 1920-2010 [Illustrator]"
30305,DP,"Savage, Arthur Dekker; Orban, Paul, 1896-1974 [Illustrator]"
30307,Hawk Carse,"Gilmore, Anthony"
30308,Hanging by a Thread,"Garrett, Randall, 1927-1987; Douglas [Illustrator]"
30311,Modus Vivendi,"Berryman, John, 1919-1988; Schoenherr, John, 1935-2010 [Illustrator]"
30322,The Helpful Hand of God,"Godwin, Tom, 1915-1980; Barberis [Illustrator]"
30329,Black Eyes and the Daily Grind,"Marlowe, Stephen, 1928-2008"
30330,High Dragon Bump,"Thompson, Don, 1935-1994; Orban, Paul, 1896-1974 [Illustrator]"
30334,Ultima Thule,"Reynolds, Mack, 1917-1983; Schoenherr, John, 1935-2010 [Illustrator]"
30337,Fifty Per Cent Prophet,"Garrett, Randall, 1927-1987; Schoenherr, John, 1935-2010 [Illustrator]"
30338,Freedom,"Reynolds, Mack, 1917-1983; Schoenherr, John, 1935-2010 [Illustrator]"
30339,Status Quo,"Reynolds, Mack, 1917-1983; Schoenherr, John, 1935-2010 [Illustrator]"
30348,The Last Supper,"Hamm, T. D., 1905-1994"
30353,The Smiler,"Hernhuter, Albert, 1934-"
30361,The Stowaway,"Heiner, Alvin"
30371,Service with a Smile,"Fontenay, Charles L., 1917-2007; Orban, Paul, 1896-1974 [Illustrator]"
30379,Field Trip,"Hunter, Gene"
30380,Pipe of Peace,"McKimmey, James, 1923-2011"
30381,Prelude to Space,"Haseltine, Robert W.; Terry, W. E., 1921-1992 [Illustrator]"
30382,"Say ""Hello"" for Me","Coggins, Frank W."
30383,Spies Die Hard!,"Marmor, Arnold, 1927-1978"
30386,The One and the Many,"Marlowe, Stephen, 1928-2008"
30398,The Other Likeness,"Schmitz, James H., 1911-1981; Schelling, George, 1938- [Illustrator]"
30399,Pythias,"Pohl, Frederik, 1919-2013; Hunter, Mel, 1927-2004 [Illustrator]"
30405,The Clean and Wholesome Land,"Sholto, Ralph"
30408,The Fifth-Dimension Tube,"Leinster, Murray, 1896-1975"
30416,"Waste Not, Want","Dryfoos, Dave, 1915-2003; Freas, Kelly, 1922-2005 [Illustrator]"
30427,The Lost Kafoozalum,"Ashwell, Pauline, 1928-; Schoenherr, John, 1935-2010 [Illustrator]"
30434,Occasion ... for Disaster,"Garrett, Randall, 1927-1987; Janifer, Laurence M., 1933-2002; Van Dongen, H. R., 1920-2010 [Illustrator]"
30437,Larson's Luck,"Vance, Gerald; Fuqua, Robert, 1905-1959 [Illustrator]"
30438,The Eyes Have It,"McKimmey, James, 1923-2011; Orban, Paul, 1896-1974 [Illustrator]"
30452,"Astounding Stories,  April, 1931","Various; Bates, Harry, 1900-1981 [Editor]"
30454,Blind Spot,"Jones, Bascom; Kossin, Sandy [Illustrator]"
30458,Novice,"Schmitz, James H., 1911-1981; Schoenherr, John, 1935-2010 [Illustrator]"
30468,"Holes, Incorporated","Reynolds, L. Major; Marx, Hi [Illustrator]"
30474,They Also Serve,"Westlake, Donald E., 1933-2008"
30475,With a Vengeance,"Woodley, J. B.; Knoth [Illustrator]"
30476,Zero Hour,"Hamilton, Edmond, 1904-1977; Rognan, Lloyd, 1923-2005 [Illustrator]"
30491,Vital Ingredient,"De Vet, Charles V., 1911-1997; Martin, Bob [Illustrator]"
30493,Lion Loose,"Schmitz, James H., 1911-1981; Schoenherr, John, 1935-2010 [Illustrator]"
30497,The Foreign Hand Tie,"Garrett, Randall, 1927-1987; Barberis [Illustrator]"
30532,"Astounding Stories, May, 1931","Various; Bates, Harry, 1900-1981 [Editor]"
30583,The Asses of Balaam,"Garrett, Randall, 1927-1987; Schoenherr, John, 1935-2010 [Illustrator]"
30637,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips), 1890-1937; Kleiner, Rheinhart [Contributor]; Lockhart, Andrew Francis [Contributor]; Long, Frank Belknap, 1903-1994 [Contributor]"
30679,The Trouble with Telstar,"Berryman, John, 1919-1988; Schoenherr, John, 1935-2010 [Illustrator]"
30691,"Astounding Stories of Super-Science, December 1930","Various; Bates, Harry, 1900-1981 [Editor]"
30715,Where There's Hope,"Bixby, Jerome, 1923-1998; Freas, Kelly, 1922-2005 [Illustrator]"
30728,Oneness,"Schmitz, James H., 1911-1981; Summers, Leo, 1925-1985 [Illustrator]"
30742,Anything You Can Do!,"Garrett, Randall, 1927-1987"
30764,Ham Sandwich,"Schmitz, James H., 1911-1981; Summers, Leo, 1925-1985 [Illustrator]"
30767,New Apples in the Garden,"Neville, Kris, 1925-1980; Schelling, George, 1938- [Illustrator]"
30770,The Right Time,"Berryman, John, 1919-1988; Schelling, George, 1938- [Illustrator]"
30796,The Dueling Machine,"Bova, Ben, 1932-; Lewis, Myron R.; Schoenherr, John, 1935-2010 [Illustrator]"
30816,A World by the Tale,"Garrett, Randall, 1927-1987; Summers, Leo, 1925-1985 [Illustrator]"
30828,The Barbarians,"Budrys, Algis, 1931-2008; Emshwiller, Ed, 1925-1990 [Illustrator]"
30832,Nor Iron Bars a Cage....,"Garrett, Randall, 1927-1987; Schoenherr, John, 1935-2010 [Illustrator]"
30833,The Eyes Have It,"Garrett, Randall, 1927-1987; Schoenherr, John, 1935-2010 [Illustrator]"
30869,Thin Edge,"Garrett, Randall, 1927-1987; Schoenherr, John, 1935-2010 [Illustrator]"
30884,Step IV,"Brown, Rosel George, 1926-1967; Varga, Mel [Illustrator]"
30885,Heart,"Slesar, Henry, 1927-2002; Llewellyn [Illustrator]"
30901,Fee of the Frontier,"Fyfe, H. B. (Horace Bowne), 1918-1997; Emshwiller, Ed, 1925-1990 [Illustrator]"
30971,Industrial Revolution,"Anderson, Poul, 1926-2001; Summers, Leo, 1925-1985 [Illustrator]"
31038,The Real Hard Sell,"Stuart, William W."
31062,The Cartels Jungle,"Cox, Irving E., 1917-2001"
31168,"Astounding Stories, July, 1931","Various; Bates, Harry, 1900-1981 [Editor]"
31207,Where the World is Quiet,"Kuttner, Henry, 1915-1958"
31215,A World Apart,"Merwin, Sam, 1910-1996"
31262,Rastignac the Devil,"Farmer, Philip José, 1918-2009"
31286,Let 'Em Breathe Space!,"Del Rey, Lester, 1915-1993"
31287,Turnover Point,"Coppel, Alfred, 1921-2004; Emshwiller, Ed, 1925-1990 [Illustrator]"
31324,The Angel of the Revolution: A Tale of the Coming Terror,"Griffith, George Chetwynd, 1857-1906; Jane, Fred T. (Frederick Thomas), 1865-1916 [Illustrator]"
31355,To Each His Star,"Walton, Bryce, 1918-1988"
31364,B-12's Moon Glow,"Stearns, Charles A."
31469,The Shunned House,"Lovecraft, H. P. (Howard Phillips), 1890-1937"
31501,The Sensitive Man,"Anderson, Poul, 1926-2001"
31516,The Eyes Have It,"Dick, Philip K., 1928-1982"
31547,Youth,"Asimov, Isaac, 1920-1992"
31583,The Venus Trap,"Smith, Evelyn E., 1922-2000; Francis, Dick [Illustrator]"
31587,Pursuit,"Del Rey, Lester, 1915-1993; Orban, Paul, 1896-1974 [Illustrator]"
31599,To Remember Charlie By,"Aycock, Roger D., 1914-2004"
31619,The Planet Savers,"Bradley, Marion Zimmer, 1930-1999; Novick, Irving H., 1916-2004 [Illustrator]"
31626,The Vilbar Party,"Smith, Evelyn E., 1922-2000; Kossin, Sandy [Illustrator]"
31644,Helpfully Yours,"Smith, Evelyn E., 1922-2000; Emshwiller, Ed, 1925-1990 [Illustrator]"
31648,My Fair Planet,"Smith, Evelyn E., 1922-2000; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
31651,The Instant of Now,"Cox, Irving E., 1917-2001"
31664,Once a Greech,"Smith, Evelyn E., 1922-2000; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
31665,Skin Game,"Fritch, Charles E., 1927-2012; Freas, Kelly, 1922-2005 [Illustrator]"
31686,Collector's Item,"Smith, Evelyn E., 1922-2000; Emshwiller, Ed, 1925-1990 [Illustrator]"
31701,Noble Redman,"Bone, Jesse F. (Jesse Franklin), 1916-2006; Grayam [Illustrator]"
31703,'Mid Pleasures and Palaces,"McKimmey, James, 1923-2011; Parsons, Philip B. [Illustrator]"
31716,Jimsy and the Monsters,"Sheldon, Walter J., 1917-1996"
31736,Star Performer,"Shea, Robert, 1933-1994; Francis, Dick [Illustrator]"
31767,The Peacemaker,"Coppel, Alfred, 1921-2004; Martin, Bob [Illustrator]"
31778,The Draw,"Bixby, Jerome, 1923-1998; Ashman, William [Illustrator]"
31840,Ring Once for Death,"Arthur, Robert, 1909-1969; Barth, Ernie [Illustrator]"
31841,The Water Eater,"Marks, Winston K. (Winston Kinney), 1915-1979; Balbalis, John, 1929-1991 [Illustrator]"
31893,"Astounding Stories, June, 1931",Various
31897,You Don't Make Wine Like the Greeks Did,"Fisher, David E., 1932-; Summers, Leo, 1925-1985 [Illustrator]"
31922,Felony,"Causey, James, 1924-2003; Vidmer [Illustrator]"
31929,Big Pill,"Gallun, Raymond Z., 1911-1994"
31948,Thompson's Cat,"Williams, Robert Moore, 1907-1977"
31956,Garth and the Visitor,"Stecher, L. J., Jr., 1918-1988; Francis, Dick [Illustrator]"
31962,The Ethical Way,"Farrell, Joseph; Johnson [Illustrator]"
31979,The Tunnel Under the World,"Pohl, Frederik, 1919-2013; Emshwiller, Ed, 1925-1990 [Illustrator]"
31981,The Eel,"De Ford, Miriam Allen, 1888-1975; Dillon, Diane, 1933- [Illustrator]; Dillon, Leo, 1933-2012 [Illustrator]"
32004,The Knights of Arthur,"Pohl, Frederik, 1919-2013; Martin, Don, 1931-2000 [Illustrator]"
32026,The World That Couldn't Be,"Simak, Clifford D., 1904-1988; Gaughan, Jack, 1930-1985 [Illustrator]"
32029,Seed of the Arctic Ice,"Bates, Harry, 1900-1981"
32032,Second Variety,"Dick, Philip K., 1928-1982; Ebel, Alex, 1932-2013 [Illustrator]"
32040,Diplomatic Immunity,"Sheckley, Robert, 1928-2005; Ashman, William [Illustrator]"
32041,One Man's Poison,"Sheckley, Robert, 1928-2005; Emshwiller, Ed, 1925-1990 [Illustrator]"
32054,Stamped Caution,"Gallun, Raymond Z., 1911-1994; Kossin, Sandy [Illustrator]"
32067,Atom Drive,"Fontenay, Charles L., 1917-2007; Emshwiller, Ed, 1925-1990 [Illustrator]"
32076,Brown John's Body,"Marks, Winston K. (Winston Kinney), 1915-1979"
32077,Breeder Reaction,"Marks, Winston K. (Winston Kinney), 1915-1979; Freas, Kelly, 1922-2005 [Illustrator]"
32078,Love Story,"Cox, Irving E., 1917-2001; Orban, Paul, 1896-1974 [Illustrator]"
32079,The Small World of M-75,"Clinton, Ed M., 1926-2006; Emshwiller, Ed, 1925-1990 [Illustrator]"
32088,Instant of Decision,"Garrett, Randall, 1927-1987; Ebel, Alex, 1932-2013 [Illustrator]"
32104,Turning Point,"Coppel, Alfred, 1921-2004; Parsons, Philip B. [Illustrator]"
32108,The Ego Machine,"Kuttner, Henry, 1915-1958"
32124,To Choke an Ocean,"Bone, Jesse F. (Jesse Franklin), 1916-2006; Wood, Wallace, 1927-1981 [Illustrator]"
32127,Wheels Within,"De Vet, Charles V., 1911-1997; Sibley, Don [Illustrator]"
32131,The Kenzie Report,"Clifton, Mark, 1906-1963; Freas, Kelly, 1922-2005 [Illustrator]"
32133,The Graveyard of Space,"Marlowe, Stephen, 1928-2008; McCauley, Harold W. (Harold William), 1913-1977 [Illustrator]"
32134,The Dictator,"Marlowe, Stephen, 1928-2008"
32149,Unbegotten Child,"Marks, Winston K. (Winston Kinney), 1915-1979; Vidmer [Illustrator]"
32150,Prison of a Billion Years,"Marlowe, Stephen, 1928-2008; McCauley, Harold W. (Harold William), 1913-1977 [Illustrator]"
32154,The Variable Man,"Dick, Philip K., 1928-1982; Ebel, Alex, 1932-2013 [Illustrator]"
32162,The Beasts in the Void,"Fairman, Paul W., 1909-1977; Terry, W. E., 1921-1992 [Illustrator]"
32181,Do Unto Others,"Clifton, Mark, 1906-1963; Emshwiller, Ed, 1925-1990 [Illustrator]"
32207,A Mixture of Genius,"Castle, Arnold; Orban, Paul, 1896-1974 [Illustrator]"
32208,The Star Lord,"Ellanby, Boyd"
32209,Assignment's End,"Aycock, Roger D., 1914-2004; Docktor, Irv, 1918-2008 [Illustrator]"
32212,Clean Break,"Aycock, Roger D., 1914-2004; Connell [Illustrator]"
32230,Wainer,"Shaara, Michael, 1929?-1988; Ashman, William [Illustrator]"
32237,Assassin,"Bone, Jesse F. (Jesse Franklin), 1916-2006; Emshwiller, Ed, 1925-1990 [Illustrator]"
32243,Confidence Game,"McKimmey, James, 1923-2011"
32272,Insidekick,"Bone, Jesse F. (Jesse Franklin), 1916-2006; Wood, Wallace, 1927-1981 [Illustrator]"
32303,Pastoral Affair,"Stearns, Charles A.; Francis, Dick [Illustrator]"
32317,The World with a Thousand Moons,"Hamilton, Edmond, 1904-1977"
32321,The Book,"Shaara, Michael, 1929?-1988; Hunter, Mel, 1927-2004 [Illustrator]"
32339,Brink of Madness,"Sheldon, Walter J., 1917-1996; Freas, Kelly, 1922-2005 [Illustrator]"
32344,Pet Farm,"Aycock, Roger D., 1914-2004; Francis, Dick [Illustrator]"
32346,Keep Your Shape,"Sheckley, Robert, 1928-2005; Vidmer [Illustrator]"
32347,Time Fuze,"Garrett, Randall, 1927-1987; Orban, Paul, 1896-1974 [Illustrator]"
32351,Voyage To Eternity,"Marlowe, Stephen, 1928-2008; Calle, Paul, 1928-2010 [Illustrator]"
32353,The Mind Digger,"Marks, Winston K. (Winston Kinney), 1915-1979"
32359,Sinister Paradise,"Williams, Robert Moore, 1907-1977"
32360,The Holes Around Mars,"Bixby, Jerome, 1923-1998; Francis, Dick [Illustrator]"
32395,No Strings Attached,"Del Rey, Lester, 1915-1993; Freas, Kelly, 1922-2005 [Illustrator]"
32398,"Brood of the Dark Moon
(A Sequel to ""Dark Moon"")","Diffin, Charles Willard, 1884-1966"
32427,Category Phoenix,"Ellanby, Boyd; Emshwiller, Ed, 1925-1990 [Illustrator]"
32436,Duel on Syrtis,"Anderson, Poul, 1926-2001"
32447,The Thing in the Attic,"Blish, James, 1921-1975; Orban, Paul, 1896-1974 [Illustrator]"
32486,The Legion of Lazarus,"Hamilton, Edmond, 1904-1977"
32498,The Brain,"Hamilton, Edmond, 1904-1977"
32522,Mr. Spaceship,"Dick, Philip K., 1928-1982"
32530,Armageddon—2419 A.D.,"Nowlan, Philip Francis, 1888-1940; Paul, Frank R. (Frank Rudolph), 1884-1963 [Illustrator]"
32541,One Way,"De Ford, Miriam Allen, 1888-1975; Docktor, Irv, 1918-2008 [Illustrator]"
32551,Big Stupe,"De Vet, Charles V., 1911-1997; Kossin, Sandy [Illustrator]"
32562,"""And That's How It Was, Officer""","Sholto, Ralph"
32563,The Lost Warship,"Williams, Robert Moore, 1907-1977"
32574,The Telenizer,"Thompson, Don, 1935-1994; Vidmer [Illustrator]"
32579,Micro-Man,"Ackerman, Forrest J., 1916-2008"
32584,The Secret of Kralitz,"Kuttner, Henry, 1915-1958"
32587,The Ambassador,"Merwin, Sam, 1910-1996; Freas, Kelly, 1922-2005 [Illustrator]"
32592,Let There Be Light,"Fyfe, H. B. (Horace Bowne), 1918-1997"
32613,Tabby,"Marks, Winston K. (Winston Kinney), 1915-1979; Palais, Rudolph [Illustrator]"
32637,"The Envoy, Her","Fyfe, H. B. (Horace Bowne), 1918-1997"
32651,Adolescents Only,"Cox, Irving E., 1917-2001"
32654,Project Hush,"Tenn, William, 1920-2010; Francis, Dick [Illustrator]"
32657,Spillthrough,"Galouye, Daniel F., 1920-1976"
32664,Black Amazon of Mars,"Brackett, Leigh, 1915-1978"
32665,The Anglers of Arz,"Aycock, Roger D., 1914-2004; Martin, Bob [Illustrator]"
32676,The Test Colony,"Marks, Winston K. (Winston Kinney), 1915-1979; Freas, Kelly, 1922-2005 [Illustrator]"
32683,The Next Time We Die,"Williams, Robert Moore, 1907-1977"
32684,The Invader,"Coppel, Alfred, 1921-2004"
32688,The Ordeal of Colonel Johns,"Smith, George H. (George Henry), 1922-1996; Palais, Rudolph [Illustrator]"
32696,Planet of the Gods,"Williams, Robert Moore, 1907-1977"
32697,The Sword,"Quattrocchi, Frank; Beecham, Tom, 1926-2000 [Illustrator]"
32705,Deadly City,"Fairman, Paul W., 1909-1977; Emshwiller, Ed, 1925-1990 [Illustrator]"
32706,Triplanetary,"Smith, E. E. (Edward Elmer), 1890-1965"
32734,Fly By Night,"Savage, Arthur Dekker; Emshwiller, Ed, 1925-1990 [Illustrator]"
32735,Forsyte's Retreat,"Marks, Winston K. (Winston Kinney), 1915-1979; Freas, Kelly, 1922-2005 [Illustrator]"
32737,Uniform of a Man,"Dryfoos, Dave, 1915-2003; Palais, Rudolph [Illustrator]"
32748,Mate in Two Moves,"Marks, Winston K. (Winston Kinney), 1915-1979; Ashman, William [Illustrator]"
32759,Red Nails,"Howard, Robert E. (Robert Ervin), 1906-1936"
32764,Manners of the Age,"Fyfe, H. B. (Horace Bowne), 1918-1997; Marchetti, Louis, 1920-1992 [Illustrator]"
32780,Asteroid of Fear,"Gallun, Raymond Z., 1911-1994"
32801,The Plotters,"Hamilton, Edmond, 1904-1977"
32820,World Beyond Pluto,"Marlowe, Stephen, 1928-2008; Novick, Irving H., 1916-2004 [Illustrator]"
32825,"The Goddess of Atvatabar
Being the history of the discovery of the interior world and conquest of Atvatabar","Bradshaw, William Richard, 1851-1927"
32827,Think Yourself to Death,"Marlowe, Stephen, 1928-2008"
32828,Backlash,"Marks, Winston K. (Winston Kinney), 1915-1979; Sibley, Don [Illustrator]"
32832,Piper in the Woods,"Dick, Philip K., 1928-1982"
32833,A Woman's Place,"Clifton, Mark, 1906-1963; Emshwiller, Ed, 1925-1990 [Illustrator]"
32847,The Door into Infinity,"Hamilton, Edmond, 1904-1977"
32890,Home is Where You Left It,"Marlowe, Stephen, 1928-2008"
32903,The Victor,"Walton, Bryce, 1918-1988; Freas, Kelly, 1922-2005 [Illustrator]"
32905,Mask of Death,"Ernst, Paul, 1899-1985"
32906,Thy Name Is Woman,"Walton, Bryce, 1918-1988"
32953,Quest of the Golden Ape,"Fairman, Paul W., 1909-1977; Marlowe, Stephen, 1928-2008"
33016,"Astounding Stories,  August, 1931",Various
33642,Earth Alert!,"Neville, Kris, 1925-1980; Terry, W. E., 1921-1992 [Illustrator]"
33644,The Secret of the Ninth Planet,"Wollheim, Donald A., 1914-1990"
33662,"A Republic Without a President, and Other Stories","Ward, Herbert D. (Herbert Dickinson), 1861-1932"
33790,Delayed Action,"De Vet, Charles V., 1911-1997; Francis, Dick [Illustrator]"
33839,Problem on Balak,"Aycock, Roger D., 1914-2004; Francis, Dick [Illustrator]"
33842,By Earthlight,"Walton, Bryce, 1918-1988"
33850,The Slizzers,"Bixby, Jerome, 1923-1998"
33854,Ask a Foolish Question,"Sheckley, Robert, 1928-2005"
33871,Old Friends Are the Best,"Sharkey, Jack, 1931-1992"
33934,She Knew He Was Coming,"Neville, Kris, 1925-1980; Emshwiller, Ed, 1925-1990 [Illustrator]"
33969,New Hire,"Dryfoos, Dave, 1915-2003; Balbalis, John, 1929-1991 [Illustrator]"
34420,Riya's Foundling,"Budrys, Algis, 1931-2008"
35103,Le Vingtième Siècle: La Vie Électrique,"Robida, Albert, 1848-1926"
35425,The Mad Planet,"Leinster, Murray, 1896-1975"
35759,Security Risk,"Clinton, Ed M., 1926-2006"
36867,Progress Report,"Apostolides, Alex, 1923-2005; Clifton, Mark, 1906-1963; Orban, Paul, 1896-1974 [Illustrator]"
37448,Comet's Burial,"Gallun, Raymond Z., 1911-1994"
37653,"Sentiment, Inc.","Anderson, Poul, 1926-2001"
38287,We're Civilized!,"Apostolides, Alex, 1923-2005; Clifton, Mark, 1906-1963"
38674,"De la terre à la lune, trajet direct en 97 heures 20 minutes","Verne, Jules, 1828-1905; Montaut, H. de (Henri de), 1825?-1890 [Illustrator]"
39572,West Of The Sun,"Pangborn, Edgar, 1909-1976"
40953,A Traveler in Time,"Derleth, August, 1909-1971"
40954,Potential Enemy,"Reynolds, Mack, 1917-1983"
40961,Luna Escapade,"Fyfe, H. B. (Horace Bowne), 1918-1997"
40964,Tony and the Beetles,"Dick, Philip K., 1928-1982"
40968,Desire No More,"Budrys, Algis, 1931-2008"
40969,The Mating of the Moons,"Walton, Bryce, 1918-1988"
40970,Exploiter's End,"Causey, James, 1924-2003; Shapiro, Jack [Illustrator]"
40991,The Butterfly Kiss,"Savage, Arthur Dekker"
40992,The Martian,"Glasser, Allen, 1908-1971; Hilliard, A. R. (Alec Rowley), 1908-1951"
40993,Spacewrecked on Venus,"Jones, Neil R., 1909-1988"
41027,The Revolt of the Star Men,"Gallun, Raymond Z., 1911-1994"
41029,The Moon Destroyers,"Ruch, Monroe K.; Paul, Frank R. (Frank Rudolph), 1884-1963 [Illustrator]"
41049,The Onslaught from Rigel,"Pratt, Fletcher, 1897-1956"
41062,The Final Figure,"Merwin, Sam, 1910-1996; Orban, Paul, 1896-1974 [Illustrator]"
41064,The Chapter Ends,"Anderson, Poul, 1926-2001"
41084,The Metal Moon,"Smith, Everett C.; Starzl, Roman Frederick, 1899-1976"
41445,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft, 1797-1851"
41481,Astounding Stories of Super-Science January 1930,"Cummings, Ray, 1887-1957 [Contributor]; Leinster, Murray, 1896-1975 [Contributor]; Meek, S. P. (Sterner St. Paul), 1894-1972 [Contributor]; Pelcher, Anthony, 1897-1981 [Contributor]; Rousseau, Victor, 1879-1960 [Contributor]; Staley, M. L. [Contributor]; Tench, C. V., 1892-1963 [Contributor]; Bates, Harry, 1900-1981 [Editor]"
41562,The Hanging Stranger,"Dick, Philip K., 1928-1982"
41565,Consignment,"Nourse, Alan Edward, 1928-1992"
